"survey_id","Animal_fats","Asian_mixed_dishes","Beers_and_wine","Cake_cookies_and_desserts","Cheese","Chips_crackers_and_snacks","Coffee_and_tea","Dairy_alternatives","Dried_fruits","Eggs_and_egg_products","Fish_and_fish_products","Fresh_Fruits","Fruit_and_vegetable_juices","Italian_mixed_dishes","Legumes","Meat_alternatives","Meat_and_meat_products","Mexican_mixed_dishes","Milk_and_yogurt","Nuts","Other_mixed_dishes","Potatoes","Refined_cereals","Sauces","Soft_drinks","Spirits","Sport_meal_replacement","Sugar_and_confectionery","Vegetable_fats","Vegetables","Whole_cereals"
"89b4f69e9b20f4bd",0,0,0,0,15.266829566433,15.8253809262628,2.87403839320353,0,0,54.1548032159674,14.8251983224529,48.7300134203439,50.8585726431232,37.1606237960188,11.6391785504067,8.16527684877999,17.7377862590633,8.26847659594394,22.7749308546929,197.257507324219,3.09682190777504,24.0326421032716,0,10.1489040008963,0,0,0,2.2605090415641,17.0018624919735,36.5513081728783,24.6380824258882
"c87cd6420f0aa54f",7.35757171212812,0,29.447013457834,663.589567503211,0,16.0204800540454,11.8335124812714,0,0,13.5387008039919,93.9913406163046,46.5823774990971,53.3403351707979,62.3768223592679,23.2783571008133,0,102.700920585737,35.8300652490904,219.003359590379,0,58.465337883936,0,54.225439035076,22.313698630137,7.34079980850221,0,0,21.5719026644773,24.1015729679474,76.4128602173198,65.7650140086101
"65ffc2f2ce4bb523",163.007593557279,64.2918015571492,119.73764861074,46.9036778280178,0,29.9286860217787,7.10400009155274,0,0,380.125061035156,202.063689265839,58.2889188190128,0,159.506193814212,0,0,2487.33043233793,470.146388223728,0,0,0,186.369091562726,102.418376119337,235.103383249779,0,109.786393006207,28.3815443065069,0,0,294.401779004348,56.3094629575129
"e4c873e3af71ecb9",163.357432148554,0,0,58.071220168022,115.312308742576,0,6.93207680166584,0,0,0,0,15.1443754013271,2.93597253250749,0,0,10.7930299523759,21.7585262768889,5.84735926797944,106.283010655234,112.409757598459,4.79847144558005,27.1597900000919,0,183.368200432764,0,82.3397947546555,0,37.7508296628353,39.7436700132884,161.585667970736,28.2544444590563
"d73f0f21c74ecd1f",0,11.1274271925835,0,213.461766365783,0,75.6258852605948,0.337358908457299,265.595548948524,7.63930497906603,380.125061035156,17.9151801958475,62.9062396570041,0,0,7.48232906811858,0,455.268497310274,0,0,98.3585378986515,116.930675767872,42.2119872572054,48.9501055155714,87.487856594389,0.482682727134392,0,14.1907721532535,21.9497673348205,262.877502559854,97.0332340592938,36.6055731368392
"0ecfebf9009ce02c",37.4510182559218,11.1274271925835,392.996906771726,133.253667042353,206.740430439988,20.2611639153468,35.3196567065095,0,0,0,79.9260397715114,15.8424018888367,0,301.618738629065,14.0835014447773,0.584268481110872,587.520238139532,79.6167817416256,38.1041095890411,197.257507324219,0,98.2333715305556,340.933392083155,43.634753982335,7.34079980850221,109.786393006207,57.1759234702751,166.438145337082,34.003724983947,29.6985387100151,289.547983610667
"b493b15f5b227158",84.7235530487477,0,0,223.338977050781,11.8373020119863,7.91269046313141,8.47413501478223,0,2.47893484544872,27.0774016079838,37.3686991652397,123.596155674519,201.358522977772,0,13.0775370558647,0,30.7245858806454,13.643838291952,148.839996337891,56.2048787992295,20.1293424005378,22.759285336449,24.3592405554367,160.532992968165,0,0,0,12.623917985472,99.3955037992296,234.654020558246,13.8009708023817
"6c288b699619bf23",0,9.90516156758345,6.71117794640948,64.4720972766614,0,230.074264819002,0.506038362685948,477.218337302013,2.98538684034901,0,0,165.901009634011,0,0,540.2675670467,10.2259066647046,0,0,0,98.6287536621096,0,15.3022945874358,5.24906290132705,2.39496336636478,0,0,0,130.15820772354,17.1593582780393,233.324556551818,282.31076647365
"17a276c0c5d120c9",178.882854938942,0,0,0,0,0,31.9680004119873,0,0,0,49.9065734027181,236.420794677734,0,0,0,0,991.745475988521,0,0,0,210.867606970382,189.935445289136,0,56.9796232876712,0,0,0,0,132.59999593099,268.72412374826,0
"d245735c51aad556",87.8827414246999,16.1957095629549,74.5387394317209,106.244129086847,61.872873593683,0,185.620204925537,0,38.5675893095531,54.1548032159674,69.7372026835403,42.9851129627665,47.3696042488829,157.202102953767,27.5003503250749,2.53183008481378,45.8119497847884,77.4021189232395,125.262119700811,154.563416697881,0,70.2327685337851,54.7465980843322,46.2281481808179,0,0,0,64.7804884819139,68.2726023495469,116.078153700894,106.075123362084
